label,lat,lon,input,to,from
640763861_bank,53.36448,-6.48793,0.0,18992.0,18992.0
664134262_bank,53.36417,-6.48574,0.0,19090.0,19090.0
269516693_bank,53.35641,-6.45094,0.0,18268.0,18268.0
506821883_bank,53.35699,-6.45033,0.0,18198.0,18198.0
506820008_bank,53.35732,-6.45005,0.0,18174.0,18174.0
836241894_bank,53.35904,-6.44599,0.0,17868.0,17868.0
1421925391_bank,53.35348,-6.39078,0.0,18993.0,18993.0
640777155_bank,53.40558,-6.37846,0.0,11706.0,11706.0
142681157_bank,53.38586,-6.37425,0.0,12498.0,12498.0
325750297_bank,53.35565,-6.36908,0.0,17419.0,17419.0
848714318_bank,53.35134,-6.36786,0.0,16997.0,16997.0
292365438_bank,53.28717,-6.36251,0.0,19322.0,19322.0
292365522_bank,53.2872,-6.36183,0.0,19283.0,19283.0
292369382_bank,53.28806,-6.35729,0.0,19054.0,19054.0
1121462423_bank,53.34258,-6.35379,0.0,16305.0,16305.0
458220912_bank,53.28167,-6.34014,0.0,19015.0,19015.0
702781376_bank,53.3164,-6.31716,0.0,15763.0,15763.0
882292484_bank,53.32769,-6.30754,0.0,14549.0,14547.0
282964752_bank,53.29873,-6.30271,0.0,16462.0,16464.0
1425374411_bank,53.29635,-6.29748,0.0,16713.0,16713.0
1425374419_bank,53.29696,-6.29713,0.0,16656.0,16656.0
1425374423_bank,53.2983,-6.28611,0.0,16122.0,16122.0
1425374408_bank,53.2998,-6.2848,0.0,15985.0,15985.0
1425374425_bank,53.29998,-6.28404,0.0,15937.0,15937.0
1430846964_bank,53.30965,-6.28386,0.0,15112.0,15112.0
1020103388_bank,53.36128,-6.28355,0.0,12221.0,12221.0
632707895_bank,53.34655,-6.27925,0.0,12169.0,12171.0
632644411_bank,53.34643,-6.27814,0.0,12126.0,12126.0
849784690_bank,53.33232,-6.27428,0.0,13139.0,13139.0
972063358_bank,53.36108,-6.27293,0.0,-1.0,-1.0
972063361_bank,53.36125,-6.27292,0.0,-1.0,-1.0
970300216_bank,53.36116,-6.27249,0.0,-1.0,-1.0
262397827_bank,53.36083,-6.27172,0.0,11517.0,11517.0
442397196_bank,53.34853,-6.26905,0.0,11544.0,11544.0
739766942_bank,53.33617,-6.26556,0.0,12499.0,12499.0
715732955_bank,53.3226,-6.26548,0.0,13682.0,13683.0
739756788_bank,53.33564,-6.26546,0.0,12543.0,12545.0
778699202_bank,53.33238,-6.26493,0.0,12822.0,12822.0
467744836_bank,53.3523,-6.26175,0.0,10889.0,10889.0
467744900_bank,53.3599,-6.26142,0.0,10794.0,10794.0
445431810_bank,53.34109,-6.26075,0.0,12106.0,12106.0
1348371072_bank,53.3439,-6.26065,0.0,11877.0,11877.0
560989708_bank,53.3432,-6.25961,0.0,12045.0,12045.0
1123319211_bank,53.34852,-6.25936,0.0,11220.0,11220.0
279912238_bank,53.34798,-6.25913,0.0,11255.0,11255.0
1348370985_bank,53.34772,-6.259,0.0,11278.0,11278.0
441995191_bank,53.36325,-6.25782,0.0,10313.0,10313.0
641232440_bank,53.36694,-6.25562,0.0,9742.0,9742.0
564076260_bank,53.32519,-6.25544,0.0,13667.0,13669.0
642990281_bank,53.36767,-6.25527,0.0,-1.0,-1.0
291601540_bank,53.33839,-6.25515,0.0,12571.0,12571.0
650378458_bank,53.32552,-6.25489,0.0,13617.0,13617.0
612418021_bank,53.3473,-6.25341,0.0,11098.0,11098.0
646866967_bank,53.32438,-6.25236,0.0,13681.0,13681.0
291633761_bank,53.33744,-6.25138,0.0,12311.0,12311.0
298515362_bank,53.34977,-6.25019,0.0,10818.0,10818.0
558678481_bank,53.34427,-6.2494,0.0,11402.0,11402.0
565601399_bank,53.33631,-6.2477,0.0,12263.0,12263.0
1463130383_bank,53.38083,-6.24576,0.0,7519.0,7519.0
298526605_bank,53.39528,-6.24564,0.0,6110.0,6112.0
1336631745_bank,53.34822,-6.2456,0.0,11039.0,11039.0
1318857761_bank,53.30331,-6.24548,0.0,15756.0,15756.0
921832745_bank,53.46063,-6.24525,0.0,1838.0,1835.0
679924376_bank,53.34907,-6.24392,0.0,10979.0,10979.0
927235328_bank,53.45301,-6.2432,0.0,1984.0,1984.0
664821063_bank,53.32505,-6.24154,0.0,13863.0,13861.0
1496779540_bank,53.38174,-6.24144,0.0,7556.0,7556.0
1508853548_bank,53.36267,-6.2393,0.0,9445.0,9445.0
441994992_bank,53.36057,-6.23919,0.0,9690.0,9690.0
278007633_bank,53.43143,-6.22933,0.0,2824.0,2824.0
923913615_bank,53.45693,-6.22143,0.0,510.0,508.0
922022539_bank,53.45813,-6.22078,0.0,426.0,426.0
923907715_bank,53.45826,-6.22073,0.0,395.0,395.0
912784526_bank,53.45842,-6.2203,0.0,359.0,359.0
913431549_bank,53.46081,-6.21895,0.0,149.0,147.0
1500542352_bank,53.2781,-6.2173,0.0,18215.0,18216.0
1500542383_bank,53.27801,-6.21615,0.0,18264.0,18265.0
654042898_bank,53.33257,-6.21553,0.0,13573.0,13574.0
340118552_bank,53.30879,-6.21503,0.0,16223.0,16225.0
698677330_bank,53.31751,-6.20826,0.0,14632.0,14632.0
567038327_bank,53.27732,-6.20656,0.0,18622.0,18623.0
1241999449_bank,53.30216,-6.17914,0.0,16737.0,16737.0
